recall,precision,chance_precision
0.0344827586,0.2000000000,
0.0689655172,0.1666666667,
0.1034482759,0.1111111111,
0.1379310345,0.1212121212,
0.1724137931,0.1351351351,
0.2068965517,0.1463414634,
0.2413793103,0.1666666667,
0.2758620690,0.1860465116,
0.3103448276,0.2045454545,
0.3448275862,0.1785714286,
0.3793103448,0.1594202899,
0.4137931034,0.1690140845,
0.4482758621,0.1780821918,
0.4827586207,0.1750000000,
0.5172413793,0.1829268293,
0.5517241379,0.1777777778,
0.5862068966,0.1734693878,
0.6206896552,0.1782178218,
0.6551724138,0.1792452830,
0.6896551724,0.1818181818,
0.7241379310,0.1764705882,
0.7586206897,0.1629629630,
0.7931034483,0.1554054054,
0.8275862069,0.1610738255,
0.8620689655,0.1633986928,
0.8965517241,0.1460674157,
0.9310344828,0.1216216216,
0.9655172414,0.1161825726,
1.0000000000,0.1028368794,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
