recall,precision,chance_precision
0.0344827586,0.3333333333,
0.0689655172,0.2857142857,
0.1034482759,0.3000000000,
0.1379310345,0.2666666667,
0.1724137931,0.2777777778,
0.2068965517,0.3000000000,
0.2413793103,0.2500000000,
0.2758620690,0.1666666667,
0.3103448276,0.1800000000,
0.3448275862,0.1612903226,
0.3793103448,0.1718750000,
0.4137931034,0.1791044776,
0.4482758621,0.1688311688,
0.4827586207,0.1707317073,
0.5172413793,0.1685393258,
0.5517241379,0.1777777778,
0.5862068966,0.1770833333,
0.6206896552,0.1714285714,
0.6551724138,0.1792452830,
0.6896551724,0.1851851852,
0.7241379310,0.1891891892,
0.7586206897,0.1654135338,
0.7931034483,0.1631205674,
0.8275862069,0.1500000000,
0.8620689655,0.1436781609,
0.8965517241,0.1326530612,
0.9310344828,0.1255813953,
0.9655172414,0.1176470588,
1.0000000000,0.0966666667,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
