recall,precision,chance_precision
0.0344827586,0.5000000000,
0.0689655172,0.5000000000,
0.1034482759,0.6000000000,
0.1379310345,0.5000000000,
0.1724137931,0.2941176471,
0.2068965517,0.3333333333,
0.2413793103,0.2058823529,
0.2758620690,0.1818181818,
0.3103448276,0.1800000000,
0.3448275862,0.1960784314,
0.3793103448,0.1964285714,
0.4137931034,0.1875000000,
0.4482758621,0.1428571429,
0.4827586207,0.1505376344,
0.5172413793,0.1546391753,
0.5517241379,0.1616161616,
0.5862068966,0.1683168317,
0.6206896552,0.1607142857,
0.6551724138,0.1637931034,
0.6896551724,0.1709401709,
0.7241379310,0.1735537190,
0.7586206897,0.1760000000,
0.7931034483,0.1533333333,
0.8275862069,0.1463414634,
0.8620689655,0.1479289941,
0.8965517241,0.1347150259,
0.9310344828,0.1255813953,
0.9655172414,0.1115537849,
1.0000000000,0.0957095710,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
