recall,precision,chance_precision
0.0344827586,0.2000000000,
0.0689655172,0.2500000000,
0.1034482759,0.3000000000,
0.1379310345,0.2857142857,
0.1724137931,0.2272727273,
0.2068965517,0.2068965517,
0.2413793103,0.1794871795,
0.2758620690,0.1818181818,
0.3103448276,0.1914893617,
0.3448275862,0.2040816327,
0.3793103448,0.1692307692,
0.4137931034,0.1621621622,
0.4482758621,0.1666666667,
0.4827586207,0.1772151899,
0.5172413793,0.1744186047,
0.5517241379,0.1702127660,
0.5862068966,0.1789473684,
0.6206896552,0.1764705882,
0.6551724138,0.1666666667,
0.6896551724,0.1724137931,
0.7241379310,0.1735537190,
0.7586206897,0.1517241379,
0.7931034483,0.1345029240,
0.8275862069,0.1333333333,
0.8620689655,0.1366120219,
0.8965517241,0.1214953271,
0.9310344828,0.1232876712,
0.9655172414,0.1255605381,
1.0000000000,0.0932475884,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
