recall,precision,chance_precision
0.0344827586,0.2500000000,
0.0689655172,0.2000000000,
0.1034482759,0.2307692308,
0.1379310345,0.2857142857,
0.1724137931,0.1724137931,
0.2068965517,0.1500000000,
0.2413793103,0.1666666667,
0.2758620690,0.1777777778,
0.3103448276,0.1698113208,
0.3448275862,0.1612903226,
0.3793103448,0.1746031746,
0.4137931034,0.1846153846,
0.4482758621,0.1585365854,
0.4827586207,0.1609195402,
0.5172413793,0.1685393258,
0.5517241379,0.1467889908,
0.5862068966,0.1531531532,
0.6206896552,0.1592920354,
0.6551724138,0.1666666667,
0.6896551724,0.1724137931,
0.7241379310,0.1750000000,
0.7586206897,0.1654135338,
0.7931034483,0.1654676259,
0.8275862069,0.1463414634,
0.8620689655,0.1436781609,
0.8965517241,0.1361256545,
0.9310344828,0.1244239631,
0.9655172414,0.1138211382,
1.0000000000,0.0960264901,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
