recall,precision,chance_precision
0.0344827586,0.2000000000,
0.0689655172,0.1538461538,
0.1034482759,0.1304347826,
0.1379310345,0.1538461538,
0.1724137931,0.1851851852,
0.2068965517,0.1935483871,
0.2413793103,0.1707317073,
0.2758620690,0.1777777778,
0.3103448276,0.1914893617,
0.3448275862,0.1785714286,
0.3793103448,0.1617647059,
0.4137931034,0.1500000000,
0.4482758621,0.1547619048,
0.4827586207,0.1647058824,
0.5172413793,0.1704545455,
0.5517241379,0.1739130435,
0.5862068966,0.1808510638,
0.6206896552,0.1875000000,
0.6551724138,0.1792452830,
0.6896551724,0.1574803150,
0.7241379310,0.1615384615,
0.7586206897,0.1629629630,
0.7931034483,0.1360946746,
0.8275862069,0.1340782123,
0.8620689655,0.1243781095,
0.8965517241,0.1198156682,
0.9310344828,0.1194690265,
0.9655172414,0.1201716738,
1.0000000000,0.0911949686,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
