recall,precision,chance_precision
0.0344827586,0.2500000000,
0.0689655172,0.4000000000,
0.1034482759,0.2307692308,
0.1379310345,0.2857142857,
0.1724137931,0.2380952381,
0.2068965517,0.2000000000,
0.2413793103,0.1521739130,
0.2758620690,0.1702127660,
0.3103448276,0.1764705882,
0.3448275862,0.1851851852,
0.3793103448,0.1896551724,
0.4137931034,0.1846153846,
0.4482758621,0.1460674157,
0.4827586207,0.1489361702,
0.5172413793,0.1578947368,
0.5517241379,0.1538461538,
0.5862068966,0.1619047619,
0.6206896552,0.1578947368,
0.6551724138,0.1637931034,
0.6896551724,0.1709401709,
0.7241379310,0.1721311475,
0.7586206897,0.1705426357,
0.7931034483,0.1608391608,
0.8275862069,0.1445783133,
0.8620689655,0.1461988304,
0.8965517241,0.1340206186,
0.9310344828,0.1267605634,
0.9655172414,0.1120000000,
1.0000000000,0.0960264901,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
