recall,precision,chance_precision
0.0344827586,0.5000000000,
0.0689655172,0.5000000000,
0.1034482759,0.5000000000,
0.1379310345,0.5000000000,
0.1724137931,0.2941176471,
0.2068965517,0.3000000000,
0.2413793103,0.2000000000,
0.2758620690,0.1951219512,
0.3103448276,0.1836734694,
0.3448275862,0.1886792453,
0.3793103448,0.1833333333,
0.4137931034,0.1967213115,
0.4482758621,0.1460674157,
0.4827586207,0.1538461538,
0.5172413793,0.1562500000,
0.5517241379,0.1584158416,
0.5862068966,0.1634615385,
0.6206896552,0.1592920354,
0.6551724138,0.1637931034,
0.6896551724,0.1709401709,
0.7241379310,0.1735537190,
0.7586206897,0.1718750000,
0.7931034483,0.1608391608,
0.8275862069,0.1454545455,
0.8620689655,0.1461988304,
0.8965517241,0.1354166667,
0.9310344828,0.1267605634,
0.9655172414,0.1124497992,
1.0000000000,0.0960264901,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
