recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,2.6845813908
0.0689655172,1.0000000000,,2.7936837137
0.1034482759,0.7500000000,,3.5002190044
0.1379310345,0.8000000000,,3.7483123459
0.1724137931,0.8333333333,,3.7818427065
0.2068965517,0.8571428571,,3.7837227402
0.2413793103,0.6363636364,,3.9598974927
0.2758620690,0.6666666667,,4.0971868186
0.3103448276,0.6923076923,,4.3753726481
0.3448275862,0.7142857143,,4.4142167214
0.3793103448,0.6875000000,,4.9761301234
0.4137931034,0.5714285714,,5.2951840233
0.4482758621,0.5909090909,,5.2983848448
0.4827586207,0.6086956522,,5.4658694178
0.5172413793,0.4411764706,,6.3633378190
0.5517241379,0.4571428571,,6.3677837771
0.5862068966,0.4146341463,,6.5566367426
0.6206896552,0.3529411765,,6.8024051724
0.6551724138,0.3518518519,,6.8461262440
0.6896551724,0.3636363636,,6.8517483236
0.7241379310,0.2800000000,,7.2393526545
0.7586206897,0.2037037037,,7.5512228013
0.7931034483,0.1796875000,,7.7208668540
0.8275862069,0.1714285714,,7.7919112317
0.8620689655,0.0957854406,,8.3636779336
0.8965517241,0.0981132075,,8.3762943210
0.9310344828,0.0891089109,,8.5480961380
0.9655172414,0.0618101545,,9.4162272923
1.0000000000,0.0496575342,,12.5603555859
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
