recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,0.7142857143,
0.2068965517,0.5454545455,
0.2413793103,0.5833333333,
0.2758620690,0.4210526316,
0.3103448276,0.3600000000,
0.3448275862,0.3571428571,
0.3793103448,0.3793103448,
0.4137931034,0.3870967742,
0.4482758621,0.3250000000,
0.4827586207,0.2545454545,
0.5172413793,0.1376146789,
0.5517241379,0.1391304348,
0.5862068966,0.1370967742,
0.6206896552,0.1132075472,
0.6551724138,0.0917874396,
0.6896551724,0.0888888889,
0.7241379310,0.0843373494,
0.7586206897,0.0873015873,
0.7931034483,0.0690690691,
0.8275862069,0.0600000000,
0.8620689655,0.0500000000,
0.8965517241,0.0513833992,
0.9310344828,0.0512333966,
0.9655172414,0.0488656195,
1.0000000000,0.0496575342,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
