recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,0.7500000000,
0.2413793103,0.2592592593,
0.2758620690,0.2758620690,
0.3103448276,0.2647058824,
0.3448275862,0.2325581395,
0.3793103448,0.2115384615,
0.4137931034,0.2033898305,
0.4482758621,0.1645569620,
0.4827586207,0.1707317073,
0.5172413793,0.1304347826,
0.5517241379,0.1355932203,
0.5862068966,0.1370967742,
0.6206896552,0.1258741259,
0.6551724138,0.1010638298,
0.6896551724,0.0938967136,
0.7241379310,0.0945945946,
0.7586206897,0.0869565217,
0.7931034483,0.0836363636,
0.8275862069,0.0761904762,
0.8620689655,0.0563063063,
0.8965517241,0.0529531568,
0.9310344828,0.0507518797,
0.9655172414,0.0496453901,
1.0000000000,0.0503472222,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
