recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,0.5454545455,
0.2413793103,0.3043478261,
0.2758620690,0.2285714286,
0.3103448276,0.2045454545,
0.3448275862,0.2040816327,
0.3793103448,0.2000000000,
0.4137931034,0.1714285714,
0.4482758621,0.1756756757,
0.4827586207,0.1686746988,
0.5172413793,0.1162790698,
0.5517241379,0.1230769231,
0.5862068966,0.1017964072,
0.6206896552,0.1071428571,
0.6551724138,0.0883720930,
0.6896551724,0.0858369099,
0.7241379310,0.0846774194,
0.7586206897,0.0748299320,
0.7931034483,0.0649717514,
0.8275862069,0.0638297872,
0.8620689655,0.0585480094,
0.8965517241,0.0488721805,
0.9310344828,0.0499075786,
0.9655172414,0.0504504505,
1.0000000000,0.0498281787,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
