recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,0.7500000000,
0.2413793103,0.2413793103,
0.2758620690,0.2500000000,
0.3103448276,0.2647058824,
0.3448275862,0.1562500000,
0.3793103448,0.1692307692,
0.4137931034,0.1666666667,
0.4482758621,0.1604938272,
0.4827586207,0.1707317073,
0.5172413793,0.1339285714,
0.5517241379,0.1300813008,
0.5862068966,0.1268656716,
0.6206896552,0.1090909091,
0.6551724138,0.0989583333,
0.6896551724,0.0833333333,
0.7241379310,0.0817120623,
0.7586206897,0.0842911877,
0.7931034483,0.0761589404,
0.8275862069,0.0792079208,
0.8620689655,0.0582750583,
0.8965517241,0.0520000000,
0.9310344828,0.0517241379,
0.9655172414,0.0516605166,
1.0000000000,0.0507880911,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
