recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,0.7500000000,
0.1379310345,0.5714285714,
0.1724137931,0.5000000000,
0.2068965517,0.4285714286,
0.2413793103,0.4666666667,
0.2758620690,0.4000000000,
0.3103448276,0.3600000000,
0.3448275862,0.3030303030,
0.3793103448,0.2500000000,
0.4137931034,0.1600000000,
0.4482758621,0.1326530612,
0.4827586207,0.1129032258,
0.5172413793,0.1136363636,
0.5517241379,0.1159420290,
0.5862068966,0.1148648649,
0.6206896552,0.1184210526,
0.6551724138,0.1241830065,
0.6896551724,0.1265822785,
0.7241379310,0.1320754717,
0.7586206897,0.1250000000,
0.7931034483,0.1155778894,
0.8275862069,0.1043478261,
0.8620689655,0.1046025105,
0.8965517241,0.0996168582,
0.9310344828,0.0960854093,
0.9655172414,0.0955631399,
1.0000000000,0.0785907859,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
