recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,0.7500000000,
0.1379310345,0.5714285714,
0.1724137931,0.4545454545,
0.2068965517,0.4615384615,
0.2413793103,0.4117647059,
0.2758620690,0.4000000000,
0.3103448276,0.3600000000,
0.3448275862,0.3125000000,
0.3793103448,0.2619047619,
0.4137931034,0.2222222222,
0.4482758621,0.2166666667,
0.4827586207,0.1707317073,
0.5172413793,0.1648351648,
0.5517241379,0.1666666667,
0.5862068966,0.1717171717,
0.6206896552,0.1782178218,
0.6551724138,0.1792452830,
0.6896551724,0.1754385965,
0.7241379310,0.1794871795,
0.7586206897,0.1833333333,
0.7931034483,0.1666666667,
0.8275862069,0.1500000000,
0.8620689655,0.1269035533,
0.8965517241,0.1232227488,
0.9310344828,0.1173913043,
0.9655172414,0.1152263374,
1.0000000000,0.1062271062,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
