recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.5714285714,
0.1724137931,0.4545454545,
0.2068965517,0.4615384615,
0.2413793103,0.4375000000,
0.2758620690,0.4210526316,
0.3103448276,0.3750000000,
0.3448275862,0.3333333333,
0.3793103448,0.2750000000,
0.4137931034,0.2264150943,
0.4482758621,0.2063492063,
0.4827586207,0.1647058824,
0.5172413793,0.1630434783,
0.5517241379,0.1649484536,
0.5862068966,0.1683168317,
0.6206896552,0.1747572816,
0.6551724138,0.1775700935,
0.6896551724,0.1769911504,
0.7241379310,0.1826086957,
0.7586206897,0.1848739496,
0.7931034483,0.1642857143,
0.8275862069,0.1518987342,
0.8620689655,0.1237623762,
0.8965517241,0.1232227488,
0.9310344828,0.1173913043,
0.9655172414,0.1201716738,
1.0000000000,0.1062271062,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
