recall,precision,chance_precision
0.0344827586,0.2500000000,
0.0689655172,0.3333333333,
0.1034482759,0.3750000000,
0.1379310345,0.2857142857,
0.1724137931,0.2272727273,
0.2068965517,0.1935483871,
0.2413793103,0.2187500000,
0.2758620690,0.2424242424,
0.3103448276,0.1730769231,
0.3448275862,0.1694915254,
0.3793103448,0.1506849315,
0.4137931034,0.1500000000,
0.4482758621,0.1585365854,
0.4827586207,0.1555555556,
0.5172413793,0.1415094340,
0.5517241379,0.1250000000,
0.5862068966,0.1250000000,
0.6206896552,0.1313868613,
0.6551724138,0.1338028169,
0.6896551724,0.1398601399,
0.7241379310,0.1428571429,
0.7586206897,0.1476510067,
0.7931034483,0.0927419355,
0.8275862069,0.0956175299,
0.8620689655,0.0950570342,
0.8965517241,0.0773809524,
0.9310344828,0.0733695652,
0.9655172414,0.0707070707,
1.0000000000,0.0690476190,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
