recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.6666666667,
0.1034482759,0.7500000000,
0.1379310345,0.6666666667,
0.1724137931,0.4545454545,
0.2068965517,0.4615384615,
0.2413793103,0.3684210526,
0.2758620690,0.3636363636,
0.3103448276,0.3750000000,
0.3448275862,0.3333333333,
0.3793103448,0.2558139535,
0.4137931034,0.1904761905,
0.4482758621,0.1857142857,
0.4827586207,0.1555555556,
0.5172413793,0.1456310680,
0.5517241379,0.1495327103,
0.5862068966,0.1517857143,
0.6206896552,0.1592920354,
0.6551724138,0.1652173913,
0.6896551724,0.1680672269,
0.7241379310,0.1680000000,
0.7586206897,0.1705426357,
0.7931034483,0.1503267974,
0.8275862069,0.1269841270,
0.8620689655,0.1250000000,
0.8965517241,0.1140350877,
0.9310344828,0.1125000000,
0.9655172414,0.1111111111,
1.0000000000,0.0947712418,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
