recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.6666666667,
0.1034482759,0.7500000000,
0.1379310345,0.6666666667,
0.1724137931,0.5000000000,
0.2068965517,0.5454545455,
0.2413793103,0.4375000000,
0.2758620690,0.4210526316,
0.3103448276,0.3600000000,
0.3448275862,0.3571428571,
0.3793103448,0.2750000000,
0.4137931034,0.2181818182,
0.4482758621,0.2131147541,
0.4827586207,0.1627906977,
0.5172413793,0.1595744681,
0.5517241379,0.1495327103,
0.5862068966,0.1559633028,
0.6206896552,0.1636363636,
0.6551724138,0.1696428571,
0.6896551724,0.1724137931,
0.7241379310,0.1779661017,
0.7586206897,0.1788617886,
0.7931034483,0.1575342466,
0.8275862069,0.1411764706,
0.8620689655,0.1308900524,
0.8965517241,0.1220657277,
0.9310344828,0.1200000000,
0.9655172414,0.1176470588,
1.0000000000,0.1017543860,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
