recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,0.7500000000,
0.1379310345,0.5714285714,
0.1724137931,0.4166666667,
0.2068965517,0.4615384615,
0.2413793103,0.3684210526,
0.2758620690,0.3809523810,
0.3103448276,0.3333333333,
0.3448275862,0.3571428571,
0.3793103448,0.2340425532,
0.4137931034,0.2181818182,
0.4482758621,0.1857142857,
0.4827586207,0.1627906977,
0.5172413793,0.1562500000,
0.5517241379,0.1553398058,
0.5862068966,0.1619047619,
0.6206896552,0.1651376147,
0.6551724138,0.1696428571,
0.6896551724,0.1724137931,
0.7241379310,0.1721311475,
0.7586206897,0.1746031746,
0.7931034483,0.1575342466,
0.8275862069,0.1411764706,
0.8620689655,0.1152073733,
0.8965517241,0.1181818182,
0.9310344828,0.1200000000,
0.9655172414,0.1129032258,
1.0000000000,0.0986394558,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
