recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.6666666667,
0.1724137931,0.7142857143,
0.2068965517,0.6000000000,
0.2413793103,0.6363636364,
0.2758620690,0.6153846154,
0.3103448276,0.6000000000,
0.3448275862,0.5882352941,
0.3793103448,0.4782608696,
0.4137931034,0.4800000000,
0.4482758621,0.5000000000,
0.4827586207,0.5185185185,
0.5172413793,0.5000000000,
0.5517241379,0.4571428571,
0.5862068966,0.4473684211,
0.6206896552,0.4615384615,
0.6551724138,0.4222222222,
0.6896551724,0.4166666667,
0.7241379310,0.3888888889,
0.7586206897,0.3013698630,
0.7931034483,0.3066666667,
0.8275862069,0.3157894737,
0.8620689655,0.2941176471,
0.8965517241,0.2988505747,
0.9310344828,0.1942446043,
0.9655172414,0.1308411215,
1.0000000000,0.1006944444,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
