recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.6666666667,
0.1724137931,0.5555555556,
0.2068965517,0.6000000000,
0.2413793103,0.6363636364,
0.2758620690,0.5714285714,
0.3103448276,0.6000000000,
0.3448275862,0.5000000000,
0.3793103448,0.4074074074,
0.4137931034,0.4000000000,
0.4482758621,0.3823529412,
0.4827586207,0.3888888889,
0.5172413793,0.3260869565,
0.5517241379,0.3404255319,
0.5862068966,0.3400000000,
0.6206896552,0.3333333333,
0.6551724138,0.3220338983,
0.6896551724,0.3333333333,
0.7241379310,0.3043478261,
0.7586206897,0.3142857143,
0.7931034483,0.2555555556,
0.8275862069,0.1548387097,
0.8620689655,0.1404494382,
0.8965517241,0.1256038647,
0.9310344828,0.1205357143,
0.9655172414,0.1147540984,
1.0000000000,0.1132812500,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
