recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.5018803458
0.0689655172,1.0000000000,,0.5268294949
0.1034482759,1.0000000000,,0.6116400125
0.1379310345,1.0000000000,,0.6119144251
0.1724137931,1.0000000000,,0.6165179674
0.2068965517,1.0000000000,,0.6385960563
0.2413793103,1.0000000000,,0.6473433709
0.2758620690,1.0000000000,,0.6476790938
0.3103448276,0.9000000000,,0.6552994571
0.3448275862,0.8333333333,,0.6627976746
0.3793103448,0.8461538462,,0.6649562970
0.4137931034,0.8000000000,,0.6926143586
0.4482758621,0.8125000000,,0.7058961110
0.4827586207,0.7777777778,,0.7240205530
0.5172413793,0.5769230769,,0.7552817340
0.5517241379,0.5714285714,,0.7562115792
0.5862068966,0.5483870968,,0.7634027705
0.6206896552,0.2903225806,,0.8842374346
0.6551724138,0.2968750000,,0.8879970509
0.6896551724,0.2777777778,,0.9239599217
0.7241379310,0.2876712329,,0.9245648837
0.7586206897,0.2820512821,,0.9382188379
0.7931034483,0.2421052632,,0.9690782605
0.8275862069,0.2500000000,,0.9694907740
0.8620689655,0.2083333333,,1.0014999291
0.8965517241,0.1361256545,,1.1349339537
0.9310344828,0.1111111111,,1.2175379445
0.9655172414,0.1060606061,,1.2374553978
1.0000000000,0.0895061728,,1.3297784944
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
