recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.6012807400
0.0689655172,1.0000000000,,0.6167460649
0.1034482759,1.0000000000,,0.6900914415
0.1379310345,1.0000000000,,0.6960938986
0.1724137931,1.0000000000,,0.7029661847
0.2068965517,1.0000000000,,0.7108101891
0.2413793103,1.0000000000,,0.7198712101
0.2758620690,1.0000000000,,0.7216964886
0.3103448276,1.0000000000,,0.7302399639
0.3448275862,1.0000000000,,0.7306880809
0.3793103448,1.0000000000,,0.7341148990
0.4137931034,0.8571428571,,0.7731468567
0.4482758621,0.8666666667,,0.7733397147
0.4827586207,0.3783783784,,0.8735270641
0.5172413793,0.3260869565,,0.9087853436
0.5517241379,0.3333333333,,0.9199202582
0.5862068966,0.3090909091,,0.9386833395
0.6206896552,0.2727272727,,0.9604600285
0.6551724138,0.2794117647,,0.9662216699
0.6896551724,0.2020202020,,1.0356972910
0.7241379310,0.1962616822,,1.0605889496
0.7586206897,0.2000000000,,1.0659469303
0.7931034483,0.2053571429,,1.0691124873
0.8275862069,0.2016806723,,1.0867233955
0.8620689655,0.1736111111,,1.1327423541
0.8965517241,0.1160714286,,1.2432100586
0.9310344828,0.0944055944,,1.3310478953
0.9655172414,0.0949152542,,1.3393902540
1.0000000000,0.0803324100,,1.4065082005
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
