recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1275592029
0.0689655172,0.5000000000,,0.1562101238
0.1034482759,0.4285714286,,0.1876257697
0.1379310345,0.5000000000,,0.1932361163
0.1724137931,0.5555555556,,0.2033580866
0.2068965517,0.5454545455,,0.2079857567
0.2413793103,0.5384615385,,0.2165548848
0.2758620690,0.5714285714,,0.2166534576
0.3103448276,0.6000000000,,0.2207440855
0.3448275862,0.5555555556,,0.2312442354
0.3793103448,0.4074074074,,0.2755366375
0.4137931034,0.4137931034,,0.2870033400
0.4482758621,0.3939393939,,0.2946609817
0.4827586207,0.4117647059,,0.3083143469
0.5172413793,0.3846153846,,0.3279589855
0.5517241379,0.3555555556,,0.3369801893
0.5862068966,0.3207547170,,0.3538005718
0.6206896552,0.2812500000,,0.3963577421
0.6551724138,0.2602739726,,0.4439509642
0.6896551724,0.2631578947,,0.4494185091
0.7241379310,0.2282608696,,0.4935996481
0.7586206897,0.2222222222,,0.5064273743
0.7931034483,0.1982758621,,0.5454397677
0.8275862069,0.1904761905,,0.5605171249
0.8620689655,0.1677852349,,0.6129634073
0.8965517241,0.1485714286,,0.6472811798
0.9310344828,0.1483516484,,0.6610884803
0.9655172414,0.1120000000,,0.7665857097
1.0000000000,0.0865671642,,0.9146786747
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
