recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.2129042690
0.0689655172,0.6666666667,,0.2888754026
0.1034482759,0.7500000000,,0.3140566293
0.1379310345,0.5714285714,,0.3215876656
0.1724137931,0.5555555556,,0.3529065054
0.2068965517,0.6000000000,,0.3615545226
0.2413793103,0.3684210526,,0.3893610698
0.2758620690,0.4000000000,,0.4004536947
0.3103448276,0.3913043478,,0.4103914917
0.3448275862,0.4166666667,,0.4141442256
0.3793103448,0.4400000000,,0.4196944935
0.4137931034,0.4444444444,,0.4245555914
0.4482758621,0.4642857143,,0.4281098825
0.4827586207,0.4516129032,,0.4376881001
0.5172413793,0.4411764706,,0.4497660276
0.5517241379,0.4444444444,,0.4525362846
0.5862068966,0.4047619048,,0.4881998741
0.6206896552,0.4000000000,,0.4973576597
0.6551724138,0.4042553191,,0.5017882568
0.6896551724,0.3921568627,,0.5237058498
0.7241379310,0.2692307692,,0.5965424399
0.7586206897,0.2650602410,,0.6070633713
0.7931034483,0.2674418605,,0.6137442727
0.8275862069,0.2181818182,,0.6791640885
0.8620689655,0.1655629139,,0.7545959421
0.8965517241,0.1688311688,,0.7600253904
0.9310344828,0.1560693642,,0.7911514116
0.9655172414,0.1546961326,,0.8072788202
1.0000000000,0.1086142322,,0.9511852198
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
