recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1836813473
0.0689655172,1.0000000000,,0.2091925675
0.1034482759,0.7500000000,,0.2174176883
0.1379310345,0.8000000000,,0.2329911540
0.1724137931,0.5555555556,,0.2539184528
0.2068965517,0.5454545455,,0.2645947849
0.2413793103,0.5000000000,,0.2697418388
0.2758620690,0.4705882353,,0.2961750185
0.3103448276,0.5000000000,,0.3095088187
0.3448275862,0.4166666667,,0.3392657148
0.3793103448,0.3928571429,,0.3506175222
0.4137931034,0.4137931034,,0.3510392639
0.4482758621,0.3421052632,,0.3982403334
0.4827586207,0.3333333333,,0.4036697980
0.5172413793,0.3488372093,,0.4040842769
0.5517241379,0.3555555556,,0.4076197198
0.5862068966,0.3617021277,,0.4151518123
0.6206896552,0.3461538462,,0.4298520833
0.6551724138,0.3392857143,,0.4499561271
0.6896551724,0.2898550725,,0.4942548576
0.7241379310,0.3000000000,,0.4994121234
0.7586206897,0.2933333333,,0.5097885808
0.7931034483,0.2705882353,,0.5505203874
0.8275862069,0.2637362637,,0.5609010359
0.8620689655,0.1953125000,,0.6380995070
0.8965517241,0.1884057971,,0.6580242801
0.9310344828,0.1901408451,,0.6623567033
0.9655172414,0.1379310345,,0.7738119995
1.0000000000,0.1028368794,,0.9196458277
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
