recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.0577812949
0.0689655172,0.6666666667,,0.0965882421
0.1034482759,0.6000000000,,0.1119790595
0.1379310345,0.4444444444,,0.1419037003
0.1724137931,0.5000000000,,0.1473896064
0.2068965517,0.5000000000,,0.1704021899
0.2413793103,0.5384615385,,0.1718574048
0.2758620690,0.4705882353,,0.1907944563
0.3103448276,0.5000000000,,0.1974534612
0.3448275862,0.5000000000,,0.2010833726
0.3793103448,0.4782608696,,0.2082182733
0.4137931034,0.4800000000,,0.2185539823
0.4482758621,0.2888888889,,0.2772364989
0.4827586207,0.2857142857,,0.2926718006
0.5172413793,0.2727272727,,0.3061048846
0.5517241379,0.2711864407,,0.3216445648
0.5862068966,0.2741935484,,0.3337709689
0.6206896552,0.2368421053,,0.3868058175
0.6551724138,0.2087912088,,0.4242589610
0.6896551724,0.2083333333,,0.4465803000
0.7241379310,0.1981132075,,0.4793023659
0.7586206897,0.1896551724,,0.5028551893
0.7931034483,0.1631205674,,0.5449060259
0.8275862069,0.1578947368,,0.5604367213
0.8620689655,0.1412429379,,0.5935107790
0.8965517241,0.1268292683,,0.6382752331
0.9310344828,0.1255813953,,0.6602135815
0.9655172414,0.1010830325,,0.7665702594
1.0000000000,0.0923566879,,0.8276363037
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
