recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.0008608686
0.0689655172,0.1176470588,,0.0104455060
0.1034482759,0.1153846154,,0.0172924060
0.1379310345,0.1052631579,,0.0300885956
0.1724137931,0.1250000000,,0.0331604222
0.2068965517,0.1395348837,,0.0355030467
0.2413793103,0.1060606061,,0.0645153867
0.2758620690,0.1066666667,,0.0750651401
0.3103448276,0.1153846154,,0.0813944074
0.3448275862,0.1063829787,,0.1022611788
0.3793103448,0.1111111111,,0.1052112104
0.4137931034,0.1111111111,,0.1120430109
0.4482758621,0.1150442478,,0.1182126207
0.4827586207,0.1206896552,,0.1207265720
0.5172413793,0.1127819549,,0.1391292240
0.5517241379,0.1194029851,,0.1404662140
0.5862068966,0.1180555556,,0.1521817409
0.6206896552,0.1241379310,,0.1528512039
0.6551724138,0.1283783784,,0.1561882198
0.6896551724,0.1307189542,,0.1600553968
0.7241379310,0.1354838710,,0.1619993720
0.7586206897,0.1366459627,,0.1656589783
0.7931034483,0.1314285714,,0.1784870432
0.8275862069,0.1250000000,,0.1944486587
0.8620689655,0.1131221719,,0.2328446965
0.8965517241,0.0996168582,,0.2744516904
0.9310344828,0.0992647059,,0.2867076416
0.9655172414,0.0897435897,,0.3392532698
1.0000000000,0.0781671159,,0.4271698146
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
