recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.2484787379
0.0689655172,0.5000000000,,0.3990681737
0.1034482759,0.4285714286,,0.4411704368
0.1379310345,0.4444444444,,0.4420917564
0.1724137931,0.4545454545,,0.4604594155
0.2068965517,0.4615384615,,0.4647524851
0.2413793103,0.4375000000,,0.4781627868
0.2758620690,0.4444444444,,0.4967505986
0.3103448276,0.4736842105,,0.4971150919
0.3448275862,0.4761904762,,0.5036896919
0.3793103448,0.5000000000,,0.5038962829
0.4137931034,0.5000000000,,0.5142140502
0.4482758621,0.5000000000,,0.5206851464
0.4827586207,0.5185185185,,0.5209115107
0.5172413793,0.5357142857,,0.5213495034
0.5517241379,0.5517241379,,0.5215220298
0.5862068966,0.5483870968,,0.5229979590
0.6206896552,0.5454545455,,0.5361517476
0.6551724138,0.5588235294,,0.5462148337
0.6896551724,0.2985074627,,0.6641920546
0.7241379310,0.2957746479,,0.6793766656
0.7586206897,0.2933333333,,0.6897646479
0.7931034483,0.2254901961,,0.7528021615
0.8275862069,0.2242990654,,0.7693509837
0.8620689655,0.2173913043,,0.7910558713
0.8965517241,0.2047244094,,0.8195157077
0.9310344828,0.1597633136,,0.8824271296
0.9655172414,0.1637426901,,0.8840407484
1.0000000000,0.1244635193,,0.9762070794
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
