recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.4400603808
0.0689655172,1.0000000000,,0.4790578797
0.1034482759,0.7500000000,,0.5825090549
0.1379310345,0.6666666667,,0.5900443487
0.1724137931,0.7142857143,,0.5982356604
0.2068965517,0.6666666667,,0.6147160954
0.2413793103,0.7000000000,,0.6200449431
0.2758620690,0.7272727273,,0.6265498150
0.3103448276,0.6923076923,,0.6300072363
0.3448275862,0.7142857143,,0.6389550193
0.3793103448,0.7333333333,,0.6427809216
0.4137931034,0.7500000000,,0.6428122276
0.4482758621,0.7647058824,,0.6449323971
0.4827586207,0.7368421053,,0.6651360739
0.5172413793,0.7500000000,,0.6736130124
0.5517241379,0.6666666667,,0.7005827727
0.5862068966,0.5151515152,,0.7280944449
0.6206896552,0.3673469388,,0.7936841048
0.6551724138,0.3800000000,,0.7958700342
0.6896551724,0.3278688525,,0.8275572370
0.7241379310,0.2957746479,,0.8599671466
0.7586206897,0.3013698630,,0.8675813797
0.7931034483,0.3108108108,,0.8680164916
0.8275862069,0.3076923077,,0.8851977584
0.8620689655,0.2941176471,,0.9088090713
0.8965517241,0.1494252874,,1.0826796340
0.9310344828,0.1525423729,,1.0871020276
0.9655172414,0.1489361702,,1.0983583156
1.0000000000,0.1450000000,,1.1126635462
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
