recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.5000000000,
0.1034482759,0.6000000000,
0.1379310345,0.5000000000,
0.1724137931,0.5555555556,
0.2068965517,0.5454545455,
0.2413793103,0.3684210526,
0.2758620690,0.2758620690,
0.3103448276,0.2195121951,
0.3448275862,0.1428571429,
0.3793103448,0.1549295775,
0.4137931034,0.1621621622,
0.4482758621,0.1460674157,
0.4827586207,0.1505376344,
0.5172413793,0.1562500000,
0.5517241379,0.1322314050,
0.5862068966,0.1317829457,
0.6206896552,0.1384615385,
0.6551724138,0.1366906475,
0.6896551724,0.1307189542,
0.7241379310,0.1320754717,
0.7586206897,0.1301775148,
0.7931034483,0.1179487179,
0.8275862069,0.1137440758,
0.8620689655,0.1096491228,
0.8965517241,0.1092436975,
0.9310344828,0.1102040816,
0.9655172414,0.1106719368,
1.0000000000,0.0785907859,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
