recall,precision,chance_precision
0.0344827586,0.0263157895,
0.0689655172,0.0298507463,
0.1034482759,0.0416666667,
0.1379310345,0.0408163265,
0.1724137931,0.0446428571,
0.2068965517,0.0512820513,
0.2413793103,0.0518518519,
0.2758620690,0.0529801325,
0.3103448276,0.0566037736,
0.3448275862,0.0598802395,
0.3793103448,0.0617977528,
0.4137931034,0.0670391061,
0.4482758621,0.0637254902,
0.4827586207,0.0682926829,
0.5172413793,0.0630252101,
0.5517241379,0.0597014925,
0.5862068966,0.0629629630,
0.6206896552,0.0627177700,
0.6551724138,0.0618892508,
0.6896551724,0.0536193029,
0.7241379310,0.0542635659,
0.7586206897,0.0562659847,
0.7931034483,0.0539906103,
0.8275862069,0.0562060890,
0.8620689655,0.0581395349,
0.8965517241,0.0585585586,
0.9310344828,0.0538922156,
0.9655172414,0.0553359684,
1.0000000000,0.0559845560,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
