recall,precision,chance_precision
0.0344827586,0.0588235294,
0.0689655172,0.0952380952,
0.1034482759,0.1034482759,
0.1379310345,0.1000000000,
0.1724137931,0.1111111111,
0.2068965517,0.1200000000,
0.2413793103,0.1320754717,
0.2758620690,0.1333333333,
0.3103448276,0.1343283582,
0.3448275862,0.1282051282,
0.3793103448,0.1145833333,
0.4137931034,0.1212121212,
0.4482758621,0.1262135922,
0.4827586207,0.1176470588,
0.5172413793,0.1250000000,
0.5517241379,0.1176470588,
0.5862068966,0.1069182390,
0.6206896552,0.1052631579,
0.6551724138,0.1067415730,
0.6896551724,0.1092896175,
0.7241379310,0.0958904110,
0.7586206897,0.0944206009,
0.7931034483,0.0982905983,
0.8275862069,0.1016949153,
0.8620689655,0.1050420168,
0.8965517241,0.1027667984,
0.9310344828,0.0992647059,
0.9655172414,0.1014492754,
1.0000000000,0.0966666667,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
