recall,precision,chance_precision
0.0344827586,0.0588235294,
0.0689655172,0.1052631579,
0.1034482759,0.1111111111,
0.1379310345,0.0888888889,
0.1724137931,0.1020408163,
0.2068965517,0.1000000000,
0.2413793103,0.0546875000,
0.2758620690,0.0601503759,
0.3103448276,0.0529411765,
0.3448275862,0.0531914894,
0.3793103448,0.0558375635,
0.4137931034,0.0550458716,
0.4482758621,0.0575221239,
0.4827586207,0.0583333333,
0.5172413793,0.0597609562,
0.5517241379,0.0625000000,
0.5862068966,0.0627306273,
0.6206896552,0.0622837370,
0.6551724138,0.0648464164,
0.6896551724,0.0662251656,
0.7241379310,0.0632530120,
0.7586206897,0.0614525140,
0.7931034483,0.0605263158,
0.8275862069,0.0609137056,
0.8620689655,0.0625000000,
0.8965517241,0.0613207547,
0.9310344828,0.0600000000,
0.9655172414,0.0534351145,
1.0000000000,0.0550284630,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
