recall,precision,chance_precision
0.0344827586,0.2500000000,
0.0689655172,0.3333333333,
0.1034482759,0.2307692308,
0.1379310345,0.2857142857,
0.1724137931,0.2500000000,
0.2068965517,0.2857142857,
0.2413793103,0.2592592593,
0.2758620690,0.1126760563,
0.3103448276,0.1250000000,
0.3448275862,0.1282051282,
0.3793103448,0.1325301205,
0.4137931034,0.1395348837,
0.4482758621,0.1160714286,
0.4827586207,0.0992907801,
0.5172413793,0.1034482759,
0.5517241379,0.1059602649,
0.5862068966,0.1075949367,
0.6206896552,0.1097560976,
0.6551724138,0.1073446328,
0.6896551724,0.1063829787,
0.7241379310,0.1000000000,
0.7586206897,0.0982142857,
0.7931034483,0.0982905983,
0.8275862069,0.1016949153,
0.8620689655,0.1008064516,
0.8965517241,0.1000000000,
0.9310344828,0.0906040268,
0.9655172414,0.0877742947,
1.0000000000,0.0666666667,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
