recall,precision,chance_precision
0.0344827586,0.1666666667,
0.0689655172,0.2857142857,
0.1034482759,0.2500000000,
0.1379310345,0.3076923077,
0.1724137931,0.3571428571,
0.2068965517,0.4000000000,
0.2413793103,0.3888888889,
0.2758620690,0.4210526316,
0.3103448276,0.3913043478,
0.3448275862,0.1960784314,
0.3793103448,0.2115384615,
0.4137931034,0.1967213115,
0.4482758621,0.1830985915,
0.4827586207,0.1538461538,
0.5172413793,0.1515151515,
0.5517241379,0.1584158416,
0.5862068966,0.1574074074,
0.6206896552,0.1636363636,
0.6551724138,0.1557377049,
0.6896551724,0.1550387597,
0.7241379310,0.1390728477,
0.7586206897,0.1309523810,
0.7931034483,0.1352941176,
0.8275862069,0.1318681319,
0.8620689655,0.1207729469,
0.8965517241,0.1238095238,
0.9310344828,0.1210762332,
0.9655172414,0.1029411765,
1.0000000000,0.0938511327,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
