recall,precision,chance_precision
0.0344827586,0.1428571429,
0.0689655172,0.2500000000,
0.1034482759,0.2727272727,
0.1379310345,0.1538461538,
0.1724137931,0.1470588235,
0.2068965517,0.1500000000,
0.2413793103,0.1372549020,
0.2758620690,0.1212121212,
0.3103448276,0.1200000000,
0.3448275862,0.1265822785,
0.3793103448,0.1325301205,
0.4137931034,0.1379310345,
0.4482758621,0.1477272727,
0.4827586207,0.1320754717,
0.5172413793,0.1293103448,
0.5517241379,0.1240310078,
0.5862068966,0.1297709924,
0.6206896552,0.1353383459,
0.6551724138,0.1417910448,
0.6896551724,0.1438848921,
0.7241379310,0.1458333333,
0.7586206897,0.1341463415,
0.7931034483,0.1360946746,
0.8275862069,0.1371428571,
0.8620689655,0.1381215470,
0.8965517241,0.1280788177,
0.9310344828,0.1221719457,
0.9655172414,0.1196581197,
1.0000000000,0.1174089069,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
