recall,precision,chance_precision
0.0344827586,0.0017825312,
0.0689655172,0.0035587189,
0.1034482759,0.0053285968,
0.1379310345,0.0070921986,
0.1724137931,0.0088495575,
0.2068965517,0.0106007067,
0.2413793103,0.0123456790,
0.2758620690,0.0140845070,
0.3103448276,0.0158172232,
0.3448275862,0.0175438596,
0.3793103448,0.0192644483,
0.4137931034,0.0209790210,
0.4482758621,0.0226876091,
0.4827586207,0.0243902439,
0.5172413793,0.0260416667,
0.5517241379,0.0277296360,
0.5862068966,0.0294117647,
0.6206896552,0.0310880829,
0.6551724138,0.0327586207,
0.6896551724,0.0344234079,
0.7241379310,0.0360824742,
0.7586206897,0.0377358491,
0.7931034483,0.0393835616,
0.8275862069,0.0410256410,
0.8620689655,0.0426621160,
0.8965517241,0.0442930153,
0.9310344828,0.0459183673,
0.9655172414,0.0475382003,
1.0000000000,0.0491525424,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
