recall,precision,chance_precision
0.0344827586,0.0476190476,
0.0689655172,0.0625000000,
0.1034482759,0.0750000000,
0.1379310345,0.0909090909,
0.1724137931,0.0961538462,
0.2068965517,0.1000000000,
0.2413793103,0.1029411765,
0.2758620690,0.1066666667,
0.3103448276,0.0825688073,
0.3448275862,0.0892857143,
0.3793103448,0.0924369748,
0.4137931034,0.0784313725,
0.4482758621,0.0828025478,
0.4827586207,0.0833333333,
0.5172413793,0.0877192982,
0.5517241379,0.0909090909,
0.5862068966,0.0904255319,
0.6206896552,0.0937500000,
0.6551724138,0.0794979079,
0.6896551724,0.0829875519,
0.7241379310,0.0731707317,
0.7586206897,0.0743243243,
0.7931034483,0.0690690691,
0.8275862069,0.0691642651,
0.8620689655,0.0700280112,
0.8965517241,0.0710382514,
0.9310344828,0.0658536585,
0.9655172414,0.0645161290,
1.0000000000,0.0657596372,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
