recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,0.7500000000,
0.1379310345,0.5714285714,
0.1724137931,0.5555555556,
0.2068965517,0.5454545455,
0.2413793103,0.4666666667,
0.2758620690,0.5000000000,
0.3103448276,0.4736842105,
0.3448275862,0.4000000000,
0.3793103448,0.3437500000,
0.4137931034,0.3529411765,
0.4482758621,0.3611111111,
0.4827586207,0.3111111111,
0.5172413793,0.3260869565,
0.5517241379,0.2666666667,
0.5862068966,0.2656250000,
0.6206896552,0.2307692308,
0.6551724138,0.2375000000,
0.6896551724,0.1574803150,
0.7241379310,0.1193181818,
0.7586206897,0.0928270042,
0.7931034483,0.0927419355,
0.8275862069,0.0769230769,
0.8620689655,0.0776397516,
0.8965517241,0.0764705882,
0.9310344828,0.0690537084,
0.9655172414,0.0590717300,
1.0000000000,0.0581162325,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
