recall,precision,chance_precision
0.0344827586,0.1111111111,
0.0689655172,0.1250000000,
0.1034482759,0.1363636364,
0.1379310345,0.1538461538,
0.1724137931,0.1851851852,
0.2068965517,0.2068965517,
0.2413793103,0.1944444444,
0.2758620690,0.2051282051,
0.3103448276,0.2142857143,
0.3448275862,0.1754385965,
0.3793103448,0.1774193548,
0.4137931034,0.1276595745,
0.4482758621,0.1354166667,
0.4827586207,0.1400000000,
0.5172413793,0.1282051282,
0.5517241379,0.1322314050,
0.5862068966,0.1111111111,
0.6206896552,0.0841121495,
0.6551724138,0.0829694323,
0.6896551724,0.0858369099,
0.7241379310,0.0807692308,
0.7586206897,0.0791366906,
0.7931034483,0.0723270440,
0.8275862069,0.0750000000,
0.8620689655,0.0657894737,
0.8965517241,0.0648379052,
0.9310344828,0.0650602410,
0.9655172414,0.0651162791,
1.0000000000,0.0650224215,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
