recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,0.8571428571,
0.2413793103,0.8750000000,
0.2758620690,0.8888888889,
0.3103448276,0.6428571429,
0.3448275862,0.5000000000,
0.3793103448,0.5238095238,
0.4137931034,0.5454545455,
0.4482758621,0.5652173913,
0.4827586207,0.2333333333,
0.5172413793,0.2238805970,
0.5517241379,0.1975308642,
0.5862068966,0.1910112360,
0.6206896552,0.1956521739,
0.6551724138,0.1570247934,
0.6896551724,0.1612903226,
0.7241379310,0.1653543307,
0.7586206897,0.1506849315,
0.7931034483,0.1314285714,
0.8275862069,0.1200000000,
0.8620689655,0.1126126126,
0.8965517241,0.1011673152,
0.9310344828,0.0810810811,
0.9655172414,0.0804597701,
1.0000000000,0.0765171504,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
