recall,precision,chance_precision
0.0344827586,0.1250000000,
0.0689655172,0.1176470588,
0.1034482759,0.1428571429,
0.1379310345,0.1600000000,
0.1724137931,0.1666666667,
0.2068965517,0.1818181818,
0.2413793103,0.1944444444,
0.2758620690,0.2051282051,
0.3103448276,0.2093023256,
0.3448275862,0.2222222222,
0.3793103448,0.1666666667,
0.4137931034,0.1348314607,
0.4482758621,0.1444444444,
0.4827586207,0.1166666667,
0.5172413793,0.1190476190,
0.5517241379,0.1250000000,
0.5862068966,0.1049382716,
0.6206896552,0.0803571429,
0.6551724138,0.0818965517,
0.6896551724,0.0790513834,
0.7241379310,0.0801526718,
0.7586206897,0.0814814815,
0.7931034483,0.0727848101,
0.8275862069,0.0747663551,
0.8620689655,0.0666666667,
0.8965517241,0.0643564356,
0.9310344828,0.0627906977,
0.9655172414,0.0620842572,
1.0000000000,0.0629067245,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
