recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,1.0000000000,
0.2413793103,1.0000000000,
0.2758620690,1.0000000000,
0.3103448276,0.9000000000,
0.3448275862,0.9090909091,
0.3793103448,0.7333333333,
0.4137931034,0.6315789474,
0.4482758621,0.5416666667,
0.4827586207,0.5600000000,
0.5172413793,0.5172413793,
0.5517241379,0.3902439024,
0.5862068966,0.3617021277,
0.6206896552,0.3396226415,
0.6551724138,0.2968750000,
0.6896551724,0.3076923077,
0.7241379310,0.3000000000,
0.7586206897,0.2972972973,
0.7931034483,0.2277227723,
0.8275862069,0.2142857143,
0.8620689655,0.1157407407,
0.8965517241,0.0977443609,
0.9310344828,0.0934256055,
0.9655172414,0.0921052632,
1.0000000000,0.0650224215,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
